Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2020†","Chancroid, Cum 2020†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2020†","Chlamydia trachomatis infection, Cum 2020†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MISSOURI,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,216,,792,,5544,,7313,,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,2986,,4728,,42302,,46190,,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,6,,13,,,-,,-,1,,1,,,-,289,,4998,,40796,,51725,,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1215,,1201,,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,1333,,2635,,22196,,22111,,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,29,,116,,892,,947,,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,279,,2171,,14888,,22504,,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,731,,2808,,6809,,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,,-,6,,15,,27,,,-,1,,,-,,-,1206,,3208,,24020,,29614,,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,860,,6346,,7365,,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1249,,,US TERRITORIES,20201163,
MAINE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,48,,125,,749,,926,,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,766,,1127,,10904,,11879,,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,5,,9,,24,,,-,1,,,-,,-,333,,955,,8405,,9939,,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,3,,3,,7,,,-,0,,,-,,-,251,,686,,5985,,6734,,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,106,,173,,1553,,1718,,IDAHO,,20201251,POINT (-114.659366 44.389073)
MICHIGAN,2020,12,,-,6,,,-,26,,,-,0,,,-,,-,100,,1170,,7385,,11593,,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,247,,1519,,10530,,17280,,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,479,,1646,,14220,,17713,,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,409,,328,,4124,,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,159,,604,,3800,,5426,,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1030,,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,1,,1,,1,,,-,0,,,-,,-,33,,59,,462,,465,,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,145,,792,,6002,,7899,,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1748,,4729,,44947,,50480,,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,6,,14,,,-,,-,1,,1,,,-,246,,4999,,44986,,56455,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,117,,354,,1509,,1302,,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1428,,2643,,24424,,24141,,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,60,,116,,1051,,1039,,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,193,,2171,,16084,,24524,,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,731,,2808,,7398,,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
TOTAL,2020,18,,-,13,,52,,84,,,-,1,,1,,2,,6371,,36185,,403909,,621809,,,TOTAL,20201870,
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1818,,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201869,
PUERTO RICO,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1957,,PUERTO RICO,,20201967,POINT (-66.414655 18.215692)
MAINE,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,39,,106,,1203,,1495,,MAINE,,20201904,POINT (-69.06137 45.117911)
VIRGINIA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,581,,1127,,14709,,18425,,VIRGINIA,,20201936,POINT (-78.666382 37.510861)
ARIZONA,2020,19,1,,5,,28,,31,,,-,0,,,-,1,,294,,956,,12675,,15851,,ARIZONA,,20201949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201964,
WISCONSIN,2020,19,,-,3,,3,,8,,,-,0,,,-,,-,261,,686,,7895,,10619,,WISCONSIN,,20201919,POINT (-89.732969 44.639954)
IDAHO,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,58,,190,,2182,,2622,,IDAHO,,20201951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201968,POINT (-64.840836 18.060868)
MICHIGAN,2020,19,,-,6,,,-,44,,,-,0,,,-,,-,60,,1172,,12388,,18276,,MICHIGAN,,20201917,POINT (-85.730977 44.874798)
GEORGIA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,204,,1523,,16094,,23894,,GEORGIA,,20201932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,1646,,14220,,27687,,,NEW YORK CITY,20201912,
ARKANSAS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,1,,425,,2143,,6553,,ARKANSAS,,20201944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,605,,4468,,8847,,MISSISSIPPI,,20201941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,104,,510,,1647,,SOUTH DAKOTA,,20201927,POINT (-100.230491 44.43614)
WYOMING,2020,19,,-,1,,1,,2,,,-,0,,,-,,-,27,,59,,639,,727,,WYOMING,,20201956,POINT (-107.55145 42.999627)
MISSOURI,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,792,,6534,,12479,,MISSOURI,,20201924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,759,,4757,,55516,,81808,,,MIDDLE ATLANTIC,20201909,
CALIFORNIA,2020,19,,-,6,,24,,,-,,-,1,,1,,,-,1211,,4996,,62586,,88648,,CALIFORNIA,,20201959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1946,,1455,,WEST VIRGINIA,,20201937,POINT (-80.613729 38.642579)
FLORIDA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,1130,,2629,,34474,,39469,,FLORIDA,,20201931,POINT (-82.420978 28.260731)
MONTANA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,27,,116,,1431,,1660,,MONTANA,,20201952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,120,,2409,,24767,,44581,,,WEST NORTH CENTRAL,20201920,
MASSACHUSETTS,2020,19,,-,0,,,-,,-,,-,1,,,-,,-,,-,754,,7904,,11378,,MASSACHUSETTS,,20201905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,19,1,,6,,34,,36,,,-,0,,,-,1,,888,,2954,,40287,,47576,,,MOUNTAIN,20201948,
INDIANA,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,200,,865,,10796,,12820,,INDIANA,,20201916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201969,
US TERRITORIES,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1957,,,US TERRITORIES,20201963,
PACIFIC,2020,13,,-,6,,16,,1,,,-,1,,1,,,-,229,,6393,,57514,,77739,,,PACIFIC,20201357,
NEW HAMPSHIRE,2020,20,,-,0,,,-,,-,,-,0,,,-,,-,30,,124,,940,,1435,,NEW HAMPSHIRE,,20202006,POINT (-71.57139 43.680429)
NEW YORK,2020,20,,-,0,,,-,,-,,-,0,,,-,,-,137,,1112,,13118,,18644,,NEW YORK,,20202011,POINT (-75.59655 42.921241)
RHODE ISLAND,2020,20,,-,8,,,-,,-,,-,0,,,-,,-,,-,303,,1015,,1405,,RHODE ISLAND,,20202007,POINT (-71.534637 41.572574)
NEW JERSEY,2020,20,,-,0,,,-,,-,,-,0,,,-,,-,159,,887,,10552,,14815,,NEW JERSEY,,20202010,POINT (-74.655514 40.110253)
TOTAL,2020,23,,-,13,,67,,118,,,-,1,,1,,3,,7233,,36374,,500076,,784679,,,TOTAL,20202370,
US RESIDENTS,2020,23,,-,13,,67,,118,,,-,1,,1,,3,,7233,,36300,,499748,,782412,,,US RESIDENTS,20202301,
NEW HAMPSHIRE,2020,23,,-,0,,,-,,-,,-,0,,,-,,-,59,,124,,1075,,1575,,NEW HAMPSHIRE,,20202306,POINT (-71.57139 43.680429)
US RESIDENTS,2020,18,,-,13,,52,,84,,,-,1,,1,,2,,6371,,36147,,403581,,619989,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,48,,124,,892,,1316,,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,333,,1110,,12883,,16891,,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,6,,20,,1,,,-,1,,1,,,-,1477,,6401,,73385,,107188,,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,163,,3962,,22258,,64212,,,WEST SOUTH CENTRAL,20201843,
TOTAL,2020,13,,-,13,,33,,65,,,-,1,,1,,1,,5896,,35338,,315168,,445558,,,TOTAL,20201370,
WEST SOUTH CENTRAL,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,98,,3774,,18175,,46291,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,82,,244,,2333,,2047,,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,3009,,19280,,27774,,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,93,,627,,1013,,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,2,,1,,,-,,-,0,,,-,,-,,-,646,,4793,,4481,,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,45,,1766,,8168,,20162,,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,28,,390,,3269,,3989,,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,42,,2285,,7281,,27556,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1544,,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,247,,2096,,2360,,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1056,,5293,,8762,,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
OREGON,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,212,,457,,4368,,4566,,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,1557,,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,8617,,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,3685,,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,4,,1542,,10400,,18108,,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,886,,7353,,9660,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,21,,338,,2990,,3568,,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,8,,3,,35,,,-,0,,,-,,-,785,,5735,,44162,,65333,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,959,,7159,,10513,,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2218,,3407,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,1,,65,,846,,7664,,9137,,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,9451,,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,56,,445,,3154,,4634,,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,480,,1440,,14248,,16673,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,8,,580,,4823,,6166,,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,838,,7412,,9624,,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,209,,,-,1791,,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,0,,,-,,-,,-,0,,,-,1,,994,,7639,,70338,,99111,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,493,,1413,,14545,,14963,,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,2,,3,,3,,,-,0,,,-,,-,111,,276,,2627,,2771,,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1245,,1073,,6421,,7189,,COLORADO,,20201350,POINT (-105.547832 38.998552)
NEBRASKA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,244,,2600,,3051,,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,0,,,-,,-,,-,1,,,-,,-,214,,3404,,25157,,39234,,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,93,,628,,1367,,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,2,,1,,,-,,-,0,,,-,,-,,-,678,,6099,,6163,,NEVADA,,20201853,POINT (-114.916992 39.283294)
SOUTH ATLANTIC,2020,20,,-,0,,,-,,-,,-,0,,,-,1,,1083,,7720,,99911,,148522,,,SOUTH ATLANTIC,20202028,
VERMONT,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,312,,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,2030,,2356,,2764,,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1464,,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,32,,125,,784,,1007,,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,678,,1127,,11582,,12806,,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,5,,9,,25,,,-,1,,,-,,-,289,,955,,8808,,10792,,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,3,,3,,7,,,-,0,,,-,,-,,-,686,,5985,,7268,,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,33,,173,,1586,,1841,,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,6,,,-,28,,,-,0,,,-,,-,,-,1170,,7385,,12548,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,247,,1522,,11370,,18109,,GEORGIA,,20201332,POINT (-83.426574 32.638481)
ARKANSAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,409,,328,,4477,,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,604,,3800,,5880,,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1129,,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,1,,1,,1,,,-,0,,,-,,-,25,,59,,497,,503,,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,110,,792,,6534,,8569,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1574,,4730,,46656,,54807,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,6,,16,,,-,,-,1,,1,,,-,17,,5000,,47151,,61076,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1509,,1369,,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,2643,,24424,,26214,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,33,,116,,1099,,1126,,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,228,,2172,,18096,,26598,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,177,,746,,6956,,7982,,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,,-,6,,14,,29,,,-,1,,,-,,-,1757,,2957,,28821,,32271,,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,260,,863,,8376,,8682,,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1464,,,US TERRITORIES,20201363,
ILLINOIS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,62,,1767,,11542,,27810,,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,24,,389,,4163,,5527,,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2378,,8404,,38418,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,23,,151,,1533,,2165,,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,7,,247,,2309,,3262,,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,304,,1227,,6631,,11874,,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,8,,,-,,-,,-,1,,,-,,-,105,,1491,,13411,,20001,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,8,,,-,,-,,-,0,,,-,,-,,-,303,,1015,,1200,,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,190,,504,,5246,,6466,,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,2118,,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,11921,,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,99,,610,,4169,,10501,,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,5,,1556,,16209,,24517,,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
NEW JERSEY,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,12,,887,,9788,,13313,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,30,,340,,4064,,5002,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,8,,3,,49,,,-,0,,,-,,-,1115,,5740,,58818,,90215,,,EAST NORTH CENTRAL,20201814,
TOTAL,2020,30,,-,33,,162,,297,,,-,1,,1,,5,,8211,,36409,,640257,,1009073,,,TOTAL,20203070,
TENNESSEE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,214,,956,,10726,,14360,,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2635,,4782,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,0,,,-,,-,,-,0,,,-,1,,,-,841,,8833,,12695,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,643,,,-,12906,,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,445,,3651,,6555,,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
